#Gene	log2(fold-change)array	q-value_array	log2(fold-change)RNA_seq	q-value_RNA_seq
TRIM45	0.297960141066062	0.0205729919620469	2.01096	0.418608
PAQR3	-0.230173323818503	0.100695097484221	0.959126	0.549771
ANKRD26	0.239933905055358	0.187341262760615	0.0437961	0.977194
TCP1	-0.187892543048346	0.171724148575034	0.0682316	0.971327
CENPL	0.607109093200531	0.0238170250232122	-0.0764981	0.964399
FST	-0.399430805275083	0.0144530111222334	-0.573998	0.796683
VWCE	0.116105164700386	0.32222923938035	inf	0.138391
PSD2	0.335031322179844	0.139372498046476	inf	0.418608
PAWR	-0.24973216816998	0.191172880413955	-0.950978	0.817861
TIGD2	-0.240822352742724	0.193907998255161	-0.339533	0.913785
ABCC12	0.201524869040843	0.193662098904175	inf	0.0423652
LDLR	0.888327357547436	0.00177073222745337	1.44858	0.418608
ASTN2	0.0962014786359379	0.290391866821476	-1.0765	0.763949
SCRN1	0.239221001958283	0.0698194603086084	0.785998	0.526526
COQ10A	-0.764286897298225	0.00276431548073258	-inf	0.00505161
TAB2	-0.401182677166075	0.162450056450154	-0.450888	0.762344
GPATCH8	0.00524586421423662	0.418076390289736	0.465654	0.77117
KIF4A	0.793308466830077	0.00812102075053705	1.10038	0.543474
METTL7B	-0.297847248209168	0.0576073651053732	1.30202	0.852615
ZMYM5	0.040921075058029	0.358759951423795	1.66047	0.418608
PGM1	-0.225924330256791	0.150202977388374	0.00757057	0.993173
POLR3G	-0.0119546340767109	0.401528887089593	-1.84203	0.418608
CPD	-0.71348875032087	0.0418954862278852	-0.623241	0.654533
SNCAIP	0.201883529865333	0.258490644576644	0.923502	0.675701
TANK	0.121521009188245	0.305649510422792	0.474505	0.835501
RCAN1	0.253317766214234	0.020262226187918	1.60157	0.282
PELI3	-0.0187666876716322	0.384250185365741	-0.398426	0.93633
LIMD2	0.15936946059246	0.144173023709664	0.508466	0.885586
HIST1H4L	0.397710466560348	0.0802699639199139	inf	0.282
NTN4	-0.127971456274222	0.294939044577297	-0.0765835	0.953589
HSPA2	-0.0661299221430281	0.238749915647138	-1.39843	0.774502
SERP1	0.199151113643227	0.163361180350337	0.559528	0.84657
TACR2	0.258600706943189	0.237278926117328	-0.661461	0.835501
CLEC2A	-0.121053991419451	0.209321804990651	-inf	0.418608
LGR5	-0.0435981665087823	0.298456484397213	-inf	0.180323
DPYSL4	-0.00979001560575286	0.39420783877741	1.40893	0.526526
JAK2	-0.25124885936715	0.160693753773549	-0.239997	0.909486
PIGG	-0.134285151152128	0.0210763502061943	0.075505	0.960903
TM9SF4	0.11579661855731	0.0892568375593355	0.249862	0.879286
TSHZ1	-0.0564672158203244	0.342525667568557	-2.0765	0.415238
ZNF264	0.435735190734466	0.0326275283958895	1.26746	0.486095
BICD1	0.410623415663807	0.07635732690365	-0.3478	0.876643
RAB5A	-0.345169727544579	0.119563676340378	-0.467286	0.774418
HERC6	0.382928543053699	0.0508559922056783	-0.561925	0.85015
METTL5	-0.477147247818097	0.0726224951579683	-2.16842	0.405697
USP9Y	-0.589123044297797	0.0182447146567866	0.923502	0.825462
CASP1	-0.018781770736015	0.376124192149782	-inf	0.00505161
LRP1B	-0.0637451282569143	0.199839004705417	-0.661461	0.837871
XAF1	0.637681145585685	0.0266932431181705	-inf	0.00505161
PLA2G4C	-0.131093553166623	0.226187041730355	0.508464	0.774418
ENKUR	0.498239112835341	0.0183593474225612	0.660467	0.876643
ABCG8	0.345225789126795	0.175325177264543	-inf	0.418608
ICA1L	0.0867398283915202	0.240965731276953	0.338539	0.876643
DAND5	0.236748485193324	0.274967909108933	inf	0.418608
OTUD7A	0.0402352660032833	0.404042218739878	-inf	0.246086
AQP11	0.243324355022122	0.0928459514384285	-2.07649	0.743114
KALRN	0.0402834361003431	0.360593073073575	-1.88385	0.226828
CCDC60	0.171501945877136	0.300782713667555	inf	0.430013
SECTM1	0.0267587770659333	0.388498592738749	0.923502	0.82067
THOC7	-0.639221632770638	0.156000161388694	-0.298891	0.876643
IFNAR1	0.758797114699763	0.115976646597893	1.17589	0.423582
TCTA	0.0136793833560969	0.343419817410317	1.02929	0.792409
RAB11FIP4	0.0509770704146503	0.369244210475943	0.923502	0.760317
TALDO1	-0.836714391827298	0.00219095942755537	-0.417535	0.79024
C6orf141	-0.323025919108716	0.0320298068703056	-3.13539	0.344889
LPPR4	0.23271805098436	0.210115408594026	0.923502	0.822696
SQLE	0.114232914046571	0.290636946769957	0.0247852	0.982305
EIF5A	0.318185916817495	0.220179764081195	-0.141073	0.930009
SEPHS1	0.789444215882228	0.00780126685126441	0.228356	0.91411
GLIPR2	-0.604978227446994	0.0333933028764428	1.50846	0.481067
FAM49A	-2.43492793204699	0.000794296395542529	-3.12089	0.22638
NEGR1	0.327122927088375	0.130169388844473	2.24542	0.431766
EHD2	-0.584267307341822	0.00755740769439369	-0.356606	0.846411
YTHDC2	-0.424589024376144	0.0939330098175893	-0.00610881	0.984951
PLRG1	-0.872411442022096	0.0240594474036938	-0.389656	0.821785
SPG7	0.068368823144283	0.264850187290253	0.00257366	0.990055
ZNF614	1.4970572589453	0.0114794535943717	2.50846	0.418608
PARD6G	0.138815102064923	0.206034289827627	2.24543	0.669011
HOXA5	-0.0803613958538227	0.333053451319978	-inf	0.526526
NUP133	-0.555455363844708	0.0380377388978695	0.637198	0.740483
FGF12	0.565207438969472	0.0145910968432005	0.923502	0.833428
INPP5B	-0.160142360874632	0.206939906432851	0.645968	0.715363
SLMO2	-0.46212759334516	0.0810383975620992	-0.741762	0.554707
GRPEL2	0.489534704344046	0.0246348031941148	-0.0764981	0.96417
SNTA1	-0.225167399792711	0.203080224144367	-1.46882	0.488024
PPID	-0.30854547828161	0.205307780319334	-0.21851	0.933867
TRIM56	0.178066129605502	0.157483989160454	-0.0764981	0.957424
HNRNPK	0.127830104684296	0.210065858457833	0.431601	0.77117
IL20RA	0.104793188824098	0.270272669047859	-inf	0.253696
UBE2J1	-0.139805925971252	0.262356028836648	0.306359	0.862976
GCM1	0.21661129199648	0.218843825623451	inf	0.418608
TLR5	0.212839101672105	0.150293967028008	-1.0765	0.772646
TCFL5	0.231719675122867	0.0254793147620353	0.447064	0.860884
ELF1	-0.11411309542842	0.292250431621451	0.0437988	0.977486
TPI1P2	0.185739279876991	0.0523821905335904	1.33854	0.630181
FAM129B	0.0825327914800687	0.211813144163476	-0.092095	0.951413
SAFB2	0.0865725508145926	0.185311003218761	-0.0765114	0.974264
NCK2	-0.248140666922301	0.040044640913626	0.426002	0.832991
OXA1L	-0.473872964272231	0.00216472423527338	-0.0159566	0.987855
HHIPL1	0.251617133876553	0.232058212142755	-inf	0.418608
KLRG1	0.261895044094971	0.0413109872784005	-inf	0.122689
NEURL3	0.253853489399756	0.216502937507725	-inf	0.325297
ZSCAN12	0.311096566104063	0.0520025814425585	1.62394	0.510616
PSMD12	0.0157043005407072	0.418131826306345	-0.0328712	0.974423
E2F4	-0.704886562207653	0.00160640191155112	-0.637809	0.626606
CLEC4M	0.0982638938248139	0.309603085015864	inf	0.00505161
HSCB	0.0736788203566466	0.287067747658485	0.436454	0.789619
GYPA	0.048576387063417	0.318582697575213	inf	0.0411075
HPCAL4	0.199996869825302	0.12310902901714	-inf	0.418608
TRAIP	0.289988171086998	0.091859902140716	-0.0764981	0.961526
MEX3D	0.359929023955405	0.113414967856479	0.923502	0.799862
KIAA0232	0.531297452228473	0.198249799821738	0.547534	0.715363
ERCC8	0.156717314280399	0.274568776300032	0.797971	0.624442
NFAT5	0.36733929747063	0.100671847428625	0.346713	0.832991
GPX4	-0.104962135751169	0.0228315671869484	-0.210177	0.901049
TAF1D	-0.123717745701421	0.26235815637936	-0.398436	0.862782
KIAA0368	0.101540554206786	0.252834366585267	-0.00249756	0.994249
FBXO3	-0.0854658492192202	0.290470819904435	0.684314	0.644102
SPDYE1	-0.100439073314404	0.303061895874802	-0.0765163	0.817071
DVL1	-0.446098406901448	0.111931798158513	-0.0104022	0.989199
TYMS	0.910555382749889	0.00987067279098301	1.79797	0.385931
GPR157	0.385039120524888	0.0683114568048348	0.816587	0.645725
FAM199X	-0.0120769531073872	0.340250167129766	-0.000549284	0.985389
PEF1	-0.593587236862566	0.0179306112894365	-0.573999	0.854934
MCM5	0.0312763169301234	0.239747719711053	-0.773935	0.578663
BTBD10	0.100993189152508	0.341660547479003	-0.60993	0.688383
SDK2	0.151904231474388	0.292792086636141	-0.661461	0.796433
BAIAP3	0.179479207913476	0.261600441108426	0.730854	0.799999
ANKRD40	-0.271913752235937	0.0440072627040493	-0.0764981	0.96352
C1QTNF2	0.268555033379252	0.161000541612346	0.508464	0.908271
CALCOCO2	0.345411435720222	0.117459419502888	-0.189709	0.906103
SNCA	-0.57022984827127	0.0143013737126207	-2.66146	0.163241
SPATS2L	0.344230959930674	0.0855832614421597	0.418266	0.765423
FAM122B	-0.522854933956196	0.0261899669354143	-1.31354	0.418608
SLC48A1	0.32963591964098	0.0634545371766331	-0.0764952	0.967187
ARHGAP26	0.354181718284566	0.0517679218665386	0.408929	0.820798
CDK16	-0.474948944128765	0.00193749935989076	-0.281318	0.86937
GEMIN6	0.0557178614142862	0.325156509876476	0.862101	0.615686
JAGN1	-0.276764428789161	0.0477586580625358	0.46947	0.788493
BSDC1	-0.598161113018443	0.00953943371582387	-0.265532	0.876884
ARSK	0.0528342583256822	0.378428921667422	0.454017	0.851605
CPNE9	0.198411911167628	0.23216216944521	-inf	0.23784
NDUFAF1	-0.833039596993638	0.0327049714102768	-1.66146	0.418608
PHF12	-0.341763522919967	0.018262857066277	0.359603	0.83539
MAP2K4	0.254306783277252	0.119678474960414	0.01661	0.977194
EPB41L3	0.123994519158159	0.262733344087424	0.923502	0.526526
WSB1	0.565647724220111	0.0502141424307925	-0.249335	0.888099
ZNF480	1.15739010494624	0.0292006723995279	0.730856	0.834356
MAP3K6	0.116262134344785	0.241169392894982	0.338539	0.885586
SRRD	-0.426943291719367	0.0478500045936971	-0.0764973	0.967534
PROS1	-0.639266520541794	0.0131014934900615	-1.51707	0.4872
OSTN	0.375530566177859	0.109377915474853	inf	0.418608
SOCS4	-0.693870652254252	0.0181823683677916	-1.2285	0.418608
MAP6	0.197309316184928	0.111254480447831	2.62394	0.21214
DDIT4L	-1.36949632677108	0.0214732281559471	-3.62082	0.583272
MAS1	0.0107015931481711	0.413341939022599	-0.0764981	0.949759
PPP6R2	0.15069245928699	0.163247762151937	-0.450899	0.896328
APOL1	0.104393907286773	0.272730197766154	1.38293	0.45535
FAM96A	0.415021805387987	0.177241636852991	0.737089	0.564959
AIF1L	0.0599297279405898	0.315530526437572	-2.39843	0.418608
RNF175	-0.0410627618215805	0.334424429447598	-0.883853	0.603427
ZBTB41	-0.0896779603060981	0.322426367281321	-0.183413	0.942036
AHCTF1	0.350540320946696	0.0231951025072266	0.355218	0.852615
AP2S1	-0.230669885005717	0.014170429369185	-0.76334	0.526526
ITGA2	-0.762153168304354	0.0261154166674612	-2.43558	0.253696
MME	-0.915730217693632	0.0163154927165465	0.307844	0.867727
VAT1	-1.06643812729479	0.00226524104961928	-1.21622	0.418608
MAST4	0.0327857614221969	0.376586342266106	1.55153	0.350433
CCDC14	-0.0436321677220533	0.347147241838627	-0.813464	0.539771
TUFM	-0.0733470263285007	0.115632269610869	-0.0183952	0.985379
KCTD2	-0.0957964945717119	0.187741076547965	-0.854107	0.876643
WDR26	-0.736435324201013	0.0631907850886179	0.0319268	0.977194
MFI2	0.102993481585401	0.300623446964673	-2.0765	0.418925
NR4A3	0.0832493109789124	0.262995134432702	inf	0.130101
ARSA	-0.0632275137651083	0.278100106552835	-1.66146	0.485731
MBL1P	0.00946465616345416	0.403026577271273	-inf	0.418608
TOMM22	-0.0886186237950707	0.238905719890465	-0.321611	0.859265
SOCS3	-0.124390444111777	0.00318222782079022	-0.191975	0.927779
UNKL	0.129147071882852	0.320140338292924	0.575578	0.81759
POP4	-0.134209262543266	0.220546515128828	0.330502	0.84072
ZNF839	-0.126734464856092	0.242052617826803	-0.924471	0.71427
SOX15	0.264814840991129	0.271637050156675	-0.183433	0.966881
CCNA2	0.775448934416265	0.0243050687238107	0.88286	0.635184
MALL	0.0729281349166558	0.328429410520581	-1.0765	0.769678
PPAPDC1B	-0.0350172179230158	0.225032470860866	-1.53602	0.418608
DNASE1L1	0.159507724343868	0.108515647895993	-0.550429	0.862102
PARK2	0.318957632338546	0.196233310899228	0.923511	0.700637
GPR124	0.228321623511925	0.187819044759689	-0.0764981	0.930009
C19orf44	0.172224830719763	0.102127916743133	1.09341	0.791567
TMEM132A	0.494241060301343	0.0266444094413486	0.439521	0.812631
RUVBL2	0.513178202214351	0.00620497199992244	0.0253815	0.978717
CGRRF1	-0.461075086079621	0.0529080741362359	-0.661461	0.664173
MCAT	0.0414659657574776	0.37428396025179	0.689037	0.76781
ARID1B	-0.137453901833326	0.185903441098561	0.210383	0.908271
WNT10B	0.0507556033492161	0.36167297349348	-inf	0.115609
ISCA1	1.75175358015701	0.00130839795540028	2.22118	0.280772
RPAP1	-0.379124068857011	0.0193819165439885	-1.14689	0.431867
NLRP9	0.185454087227047	0.256140283933843	inf	0.526526
EPN1	0.0231613553791382	0.358247028286261	-0.371405	0.828269
NIPA2	0.821832407386152	0.0172848724212273	1.74947	0.499116
MAGI1	-0.0694776399764534	0.204513370745489	-0.0199146	0.982228
SLC14A2	0.17063751462322	0.303061895874802	-0.0764981	0.953589
PCYT1B	-0.183100495366014	0.183953928661054	-2.61255	0.317476
AUH	-0.689019599548163	0.00828484331987575	-1.51707	0.418608
SLC25A39	-0.0193961221616957	0.343092043620338	-0.0454712	0.969471
EIF3H	-0.671676253214349	0.0349331158138791	-0.573016	0.805186
KIF1B	0.479826099165337	0.0478480982957764	0.581713	0.678194
MBD2	1.49851766215757	0.00556033358227782	1.94456	0.219405
AMOTL2	-0.212052912038924	0.149319716780115	-1.60257	0.327109
PIGT	-0.233642209266489	0.029816934759334	-0.238604	0.880649
PSRC1	0.633461589142391	0.0167638202377471	0.701109	0.665385
ALAS1	-0.360645806467319	0.0356038861026294	-0.0042901	0.994408
FOXO1	-0.0233573790161782	0.368669587230439	-0.298891	0.925227
C17orf62	-0.00462714277577847	0.402505310872131	0.376014	0.822714
MRPL37	-0.240196834925161	0.119812678579972	-0.38583	0.853722
DUSP10	-0.866227976410327	0.0059147705006189	-1.29889	0.514989
CRLF3	0.204581408077165	0.0862560985193928	-0.0764982	0.968943
PSMA5	-0.225540421023561	0.19020572948981	-0.551697	0.667997
CLCNKB	0.275109952041539	0.242977159034696	-0.0764981	0.941764
FARS2	0.241170059280596	0.198099390434955	1.786	0.355513
CCDC28A	-0.383880766179851	0.0705471772211868	-1.73946	0.418608
AMPD3	0.645884201615545	0.00407792915426653	-0.45501	0.806951
FBXO7	-0.711430783580044	0.0348016435950395	-0.3619	0.868073
CDH20	0.245851910739025	0.164903757763111	inf	0.425348
TSEN54	-0.292465127645868	0.0243050687238107	-1.39843	0.418608
TMEM134	-0.0616467477973274	0.320450552916798	-0.298891	0.868916
ZNF3	0.345896276083342	0.0071121248797874	1.16451	0.434937
HMGXB4	-0.122008301226882	0.267152877687721	-0.661461	0.712044
CBX2	0.0712242856687948	0.336109700399734	0.923502	0.887474
ZC3H14	-0.151363310742058	0.255471833502566	0.043799	0.971725
CNOT2	-0.135583833140388	0.272913826975397	-0.350673	0.797561
ALDH5A1	0.222686571273641	0.140166051158332	-2.07648	0.78722
FKTN	0.158112341315467	0.290116524873488	0.763037	0.630899
CRTAP	-0.211050410232086	0.0977146317336788	0.327295	0.849262
DDX50	0.147990423808336	0.256742584132505	-0.298891	0.880696
TK2	-0.415662334434321	0.018306879708425	-inf	0.526526
STYXL1	-0.337820405957568	0.0540692604996966	-0.317506	0.885273
BLVRB	0.332128629359249	0.0363884814120846	0.485388	0.798064
STMN1	0.807908519809435	0.0452999120951566	1.24017	0.418608
PRELID2	0.725018953305653	0.0280455308862952	1.71492	0.340962
STK39	-0.613235201925815	0.00679252238794358	-0.614155	0.683206
MMP24	0.244681881731241	0.215240461389494	1.40536	0.563332
CKS2	1.0575951153708	0.00301108715325946	1.58301	0.273891
BANF1	0.134700642846156	0.369327138849275	-1.26702	0.418608
CATSPER2P1	0.0880511305355505	0.250246968027446	-0.0766516	0.953266
CR1	0.26953881955919	0.178847441302468	1.9235	0.49935
FAM13A	-0.0998048994717314	0.0967648839601858	0.37918	0.804766
SLC25A24	-0.973400693623223	0.0151016703916099	-2.17603	0.359328
MRPL22	-0.630958310714346	0.0444227717028802	-1.46882	0.341374
GADD45B	0.231773168753954	0.176626410943441	1.50846	0.710258
MRO	0.102840883853646	0.312012323557678	-1.43907	0.418608
SLC25A15	-0.0274875627859191	0.365475719015171	-0.874864	0.572046
ACER3	-0.177988975537273	0.196243138240411	0.277139	0.878075
KLHDC1	0.0290568099684641	0.263671690814812	inf	0.137332
FAM84B	0.0887489908669307	0.307982768786913	0.33854	0.930009
ZNF287	0.0417333889147095	0.344670741279922	1.24543	0.647431
TDP1	1.50646645725267	0.00248991235487564	2.55577	0.0816705
DAAM2	0.326647202982479	0.185041684756283	-1.98339	0.418608
C11orf57	-0.454527865054482	0.075398273155332	-0.798964	0.817785
RFK	1.2114728169533	0.00904687500695146	2.66047	0.418608
ZFYVE9	-0.635860952392501	0.0443710022139133	0.356462	0.883815
TCTN3	-0.553532200725859	0.0212035056969097	0.194804	0.927063
WIBG	-0.136522842253542	0.238123134590878	0.634002	0.756974
DNAJB11	-0.080685189387211	0.313739335519959	-0.246422	0.885273
GBA2	-0.503540032043337	0.00382226570790588	0.206673	0.953589
FBRS	0.285782814406078	0.0447174123082093	0.350923	0.862102
NDUFB3	1.17825168749884	0.0141478398407552	0.949971	0.75539
GRIN3A	0.303674753563827	0.280636395719045	inf	0.355513
FPR1	-0.496773176231715	0.00505868727121695	-0.75457	0.73407
FMNL1	0.114554219502594	0.303111347506494	-2.66146	0.354992
ATL1	0.0512631245859705	0.305649510422792	-0.246463	0.936198
SEPT7	-1.73632467940012	0.045673440242354	-1.14816	0.418608
SPATA24	0.190328080534088	0.316291084490559	0.338539	0.914365
PTCD2	-0.115173053092508	0.225121260934578	1.02299	0.739094
GRAMD1C	0.268998804337829	0.027213058300223	-0.0764985	0.957944
ZNF165	0.260825393366757	0.162570326251931	-inf	0.418608
FAM83A	0.327518061122007	0.0938849695793905	inf	0.19406
USP38	0.880473029193725	0.0306996531885368	2.1365	0.321825
CABP7	0.122287871804265	0.29465234053374	inf	0.515155
SERPINB11	0.282629519817712	0.121418222027629	-inf	0.0701408
ARMCX3	-0.412586525017963	0.00760188723920822	-0.0240307	0.982228
ARHGDIB	0.12663282854121	0.349892265969481	-0.0764981	0.953589
MAGEF1	0.00333229347472309	0.416603421752265	-0.892074	0.584391
ITGA10	0.323428313217156	0.176706649782515	-0.0764981	0.94417
CDK18	0.123476269554321	0.290636946769957	inf	0.00505161
ANXA2	-0.734176360871471	0.00676180776864888	-1.10672	0.418608
HLCS	-0.0538019197585285	0.312857969000832	-0.813464	0.656436
MCF2L	-0.102140945018327	0.248945778314776	2.09343	0.141214
ACSS3	-0.0321722988719513	0.33825390231875	-0.191975	0.940879
FH	0.10358567282727	0.227278677603278	0.442063	0.752583
LGALS2	0.0912152384110949	0.316596683318694	-inf	0.418608
CNBD1	0.0579422810685128	0.311250461147297	-inf	0.282736
PTPN23	-0.222888582521751	0.0298252125217952	-0.398426	0.856654
DGCR8	0.276269143657719	0.0219094187039839	1.47099	0.647921
GSR	0.413829716959412	0.0144530111222334	0.944563	0.526526
PAQR7	-0.383289890407504	0.106516323144997	-3.53593	0.544586
CACNA1C	0.212454659111324	0.295525115964312	-0.626695	0.630574
HIST1H4B	0.572292921946519	0.00316899160991102	2.50846	0.588832
FAM20B	0.301937976681749	0.00484147862905151	0.241863	0.896852
HES2	0.364974010206176	0.213370939272704	0.338539	0.903087
SP7	-0.148485341274683	0.257734969690445	-inf	0.232717
FAM73B	0.154846793312354	0.270553034782107	0.862101	0.549197
AMPH	0.199852115943335	0.0470566920021074	2.09343	0.229604
INTS7	-0.831681014005777	0.0543823706047536	-1.59587	0.355513
BRI3BP	0.485460349897156	0.00289750371515566	-0.217361	0.927072
PLBD2	-0.493294168918652	0.0259372435639266	0.211627	0.901514
UCKL1	-0.160528919019307	0.134171507394036	-1.03586	0.855229
ASB4	0.144056528083494	0.33415713847233	-inf	0.26212
C10orf55	0.304788583496735	0.178310850939618	0.982379	0.806852
HNRNPH1	-0.153169177399892	0.202769720925004	0.147467	0.9321
ALDH1L1	0.253266237057162	0.229974539312106	-inf	0.00505161
OBSL1	-0.039479075340663	0.243469589237868	0.0985833	0.95328
RBM4B	-0.570642688786588	0.0162817757145474	0.750168	0.833891
OGFRL1	-1.84080142566631	0.0105816612187061	-1.25235	0.420042
PPP1R15A	0.157320588589193	0.0381168241516762	-0.104513	0.952631
BMF	0.167042409193012	0.250640477820759	-1.0765	0.729809
MAN1A1	-0.579661177772385	0.0228905770345398	-1.46644	0.304407
NKAIN1	0.113527618365445	0.305353315228243	-inf	0.16248
OCEL1	-0.321098835193031	0.138045352993468	-0.0764981	0.964109
ATP11B	0.0977589905880473	0.325908275699429	-0.092096	0.953589
ALOX12	0.360477678256538	0.248515247103685	inf	0.515068
